+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 37
Os2g3082 3082.00 Bdi3g6450 6450.00 1
Os2g3083 3083.00 Bdi3g6451 6451.00 1
Os2g3085 3085.00 Bdi3g6457 6457.00 1
Os2g3086 3086.00 Bdi3g6459 6459.00 1
Os2g3089 3089.00 Bdi3g6461 6461.00 1
Os2g3092 3092.00 Bdi3g6466 6466.00 1
Os2g3093 3093.00 Bdi3g6467 6467.00 1
Os2g3094 3094.00 Bdi3g6468 6468.00 1
Os2g3095 3095.00 Bdi3g6470 6470.00 1
Os2g3097 3097.00 Bdi3g6471 6471.00 1
Os2g3098 3098.00 Bdi3g6472 6472.00 1
Os2g3101 3101.00 Bdi3g6474 6474.00 1
Os2g3102 3102.00 Bdi3g6475 6475.00 1
Os2g3103 3103.00 Bdi3g6476 6476.00 1
Os2g3122 3122.00 Bdi3g6500 6500.00 -1
Os2g3149 3149.00 Bdi3g6525 6525.00 1
Os2g3150 3150.00 Bdi3g6526 6526.00 1
Os2g3151 3151.00 Bdi3g6527 6527.00 1
Os2g3153 3153.00 Bdi3g6529 6529.00 1
Os2g3155 3155.00 Bdi3g6530 6530.00 1
Os2g3156 3156.00 Bdi3g6531 6531.00 1
Os2g3157 3157.00 Bdi3g6532 6532.00 1
Os2g3158 3158.00 Bdi3g6533 6533.00 1
Os2g3159 3159.00 Bdi3g6534 6534.00 1
Os2g3162 3162.00 Bdi3g6538 6538.00 1
Os2g3163 3163.00 Bdi3g6539 6539.00 1
Os2g3165 3165.00 Bdi3g6540 6540.00 1
Os2g3167 3167.00 Bdi3g6541 6541.00 1
Os2g3168 3168.00 Bdi3g6542 6542.00 1
Os2g3170 3170.00 Bdi3g6543 6543.00 1
Os2g3172 3172.00 Bdi3g6546 6546.00 1
Os2g3173 3173.00 Bdi3g6547 6547.00 1
Os2g3175 3175.00 Bdi3g6548 6548.00 1
Os2g3177 3177.00 Bdi3g6550 6550.00 1
Os2g3178 3178.00 Bdi3g6551 6551.00 1
Os2g3180 3180.00 Bdi3g6552 6552.00 1
Os2g3183 3183.00 Bdi3g6553 6553.00 1
Os2g3184 3184.00 Bdi3g6554 6554.00 1
Os2g3185 3185.00 Bdi3g6555 6555.00 1
Os2g3187 3187.00 Bdi3g6556 6556.00 1
Os2g3189 3189.00 Bdi3g6557 6557.00 1
Os2g3190 3190.00 Bdi3g6558 6558.00 1
Os2g3192 3192.00 Bdi3g6560 6560.00 1
Os2g3195 3195.00 Bdi3g6562 6562.00 1
Os2g3196 3196.00 Bdi3g6564 6564.00 1
Os2g3197 3197.00 Bdi3g6565 6565.00 1
Os2g3199 3199.00 Bdi3g6566 6566.00 1
Os2g3200 3200.00 Bdi3g6567 6567.00 1
Os2g3203 3203.00 Bdi3g6570 6570.00 1
Os2g3205 3205.00 Bdi3g6571 6571.00 1
Os2g3206 3206.00 Bdi3g6572 6572.00 1
Os2g3208 3208.00 Bdi3g6573 6573.00 1
Os2g3209 3209.00 Bdi3g6574 6574.00 1
Os2g3211 3211.00 Bdi3g6575 6575.00 1
Os2g3213 3213.00 Bdi3g6576 6576.00 1
Os2g3214 3214.00 Bdi3g6577 6577.00 1
Os2g3215 3215.00 Bdi3g6580 6580.00 1
Os2g3217 3217.00 Bdi3g6582 6582.00 1
Os2g3218 3218.00 Bdi3g6583 6583.00 1
Os2g3219 3219.00 Bdi3g6584 6584.00 1
Os2g3220 3220.00 Bdi3g6585 6585.00 1
Os2g3221 3221.00 Bdi3g6586 6586.00 1
Os2g3223 3223.00 Bdi3g6587 6587.00 1
Os2g3225 3225.00 Bdi3g6588 6588.00 1
Os2g3227 3227.00 Bdi3g6590 6590.00 1
Os2g3228 3228.00 Bdi3g6591 6591.00 1
Os2g3230 3230.00 Bdi3g6592 6592.00 1
Os2g3232 3232.00 Bdi3g6593 6593.00 1
Os2g3233 3233.00 Bdi3g6594 6594.00 1
Os2g3235 3235.00 Bdi3g6595 6595.00 1
Os2g3237 3237.00 Bdi3g6597 6597.00 1
Os2g3238 3238.00 Bdi3g6598 6598.00 1
Os2g3245 3245.00 Bdi3g6600 6600.00 1
Os2g3246 3246.00 Bdi3g6602 6602.00 1
Os2g3248 3248.00 Bdi3g6604 6604.00 1
Os2g3250 3250.00 Bdi3g6606 6606.00 1
Os2g3254 3254.00 Bdi3g6608 6608.00 1
Os2g3255 3255.00 Bdi3g6609 6609.00 1
Os2g3257 3257.00 Bdi3g6610 6610.00 1
Os2g3260 3260.00 Bdi3g6614 6614.00 1
Os2g3261 3261.00 Bdi3g6615 6615.00 1
Os2g3262 3262.00 Bdi3g6616 6616.00 1
Os2g3263 3263.00 Bdi3g6617 6617.00 1
Os2g3267 3267.00 Bdi3g6618 6618.00 1
Os2g3268 3268.00 Bdi3g6619 6619.00 1
Os2g3269 3269.00 Bdi3g6621 6621.00 1
Os2g3270 3270.00 Bdi3g6623 6623.00 1
Os2g3271 3271.00 Bdi3g6625 6625.00 1
Os2g3272 3272.00 Bdi3g6628 6628.00 1
Os2g3275 3275.00 Bdi3g6629 6629.00 1
Os2g3276 3276.00 Bdi3g6630 6630.00 1
Os2g3277 3277.00 Bdi3g6631 6631.00 1
Os2g3282 3282.00 Bdi3g6632 6632.00 1
Os2g3285 3285.00 Bdi3g6633 6633.00 1
Os2g3291 3291.00 Bdi3g6636 6636.00 1
Os2g3292 3292.00 Bdi3g6637 6637.00 1
Os2g3294 3294.00 Bdi3g6639 6639.00 1
Os2g3297 3297.00 Bdi3g6640 6640.00 1
Os2g3299 3299.00 Bdi3g6641 6641.00 1
Os2g3300 3300.00 Bdi3g6642 6642.00 1
Os2g3301 3301.00 Bdi3g6643 6643.00 1
Os2g3303 3303.00 Bdi3g6645 6645.00 1
Os2g3304 3304.00 Bdi3g6646 6646.00 1
Os2g3305 3305.00 Bdi3g6647 6647.00 1
Os2g3306 3306.00 Bdi3g6648 6648.00 1
Os2g3307 3307.00 Bdi3g6649 6649.00 1
Os2g3309 3309.00 Bdi3g6650 6650.00 1
Os2g3312 3312.00 Bdi3g6652 6652.00 1
Os2g3315 3315.00 Bdi3g6653 6653.00 1
Os2g3316 3316.00 Bdi3g6654 6654.00 1
Os2g3317 3317.00 Bdi3g6655 6655.00 1
Os2g3318 3318.00 Bdi3g6656 6656.00 1
Os2g3320 3320.00 Bdi3g6657 6657.00 1
Os2g3321 3321.00 Bdi3g6658 6658.00 1
Os2g3322 3322.00 Bdi3g6659 6659.00 1
Os2g3323 3323.00 Bdi3g6660 6660.00 1
Os2g3324 3324.00 Bdi3g6661 6661.00 1
Os2g3325 3325.00 Bdi3g6664 6664.00 1
Os2g3326 3326.00 Bdi3g6665 6665.00 1
Os2g3329 3329.00 Bdi3g6666 6666.00 1
Os2g3332 3332.00 Bdi3g6668 6668.00 1
Os2g3336 3336.00 Bdi3g6669 6669.00 1
Os2g3337 3337.00 Bdi3g6670 6670.00 1
Os2g3338 3338.00 Bdi3g6671 6671.00 1
Os2g3340 3340.00 Bdi3g6672 6672.00 1
Os2g3341 3341.00 Bdi3g6673 6673.00 1
Os2g3342 3342.00 Bdi3g6674 6674.00 1
Os2g3344 3344.00 Bdi3g6676 6676.00 1
Os2g3345 3345.00 Bdi3g6677 6677.00 1
Os2g3347 3347.00 Bdi3g6678 6678.00 1
Os2g3350 3350.00 Bdi3g6679 6679.00 1
Os2g3351 3351.00 Bdi3g6680 6680.00 1
Os2g3355 3355.00 Bdi3g6681 6681.00 1
Os2g3356 3356.00 Bdi3g6685 6685.00 1
Os2g3357 3357.00 Bdi3g6686 6686.00 1
Os2g3358 3358.00 Bdi3g6687 6687.00 1
Os2g3359 3359.00 Bdi3g6688 6688.00 1
Os2g3360 3360.00 Bdi3g6689 6689.00 1
Os2g3361 3361.00 Bdi3g6691 6691.00 1
Os2g3362 3362.00 Bdi3g6692 6692.00 1
Os2g3364 3364.00 Bdi3g6693 6693.00 1
Os2g3365 3365.00 Bdi3g6694 6694.00 1
Os2g3366 3366.00 Bdi3g6695 6695.00 1
Os2g3367 3367.00 Bdi3g6696 6696.00 1
Os2g3370 3370.00 Bdi3g6697 6697.00 1
Os2g3371 3371.00 Bdi3g6698 6698.00 1
Os2g3372 3372.00 Bdi3g6699 6699.00 1
Os2g3373 3373.00 Bdi3g6700 6700.00 1
Os2g3374 3374.00 Bdi3g6701 6701.00 1
Os2g3375 3375.00 Bdi3g6702 6702.00 1
Os2g3376 3376.00 Bdi3g6704 6704.00 1
Os2g3378 3378.00 Bdi3g6705 6705.00 1
Os2g3379 3379.00 Bdi3g6706 6706.00 1
Os2g3381 3381.00 Bdi3g6707 6707.00 1
Os2g3382 3382.00 Bdi3g6708 6708.00 1
Os2g3383 3383.00 Bdi3g6709 6709.00 1
Os2g3385 3385.00 Bdi3g6711 6711.00 1
Os2g3387 3387.00 Bdi3g6712 6712.00 1
Os2g3388 3388.00 Bdi3g6713 6713.00 1
Os2g3389 3389.00 Bdi3g6714 6714.00 1
Os2g3390 3390.00 Bdi3g6715 6715.00 1
Os2g3392 3392.00 Bdi3g6719 6719.00 1
Os2g3393 3393.00 Bdi3g6720 6720.00 1
Os2g3394 3394.00 Bdi3g6721 6721.00 1
Os2g3395 3395.00 Bdi3g6722 6722.00 1
Os2g3400 3400.00 Bdi3g6723 6723.00 1
Os2g3402 3402.00 Bdi3g6724 6724.00 1
Os2g3404 3404.00 Bdi3g6725 6725.00 1
Os2g3405 3405.00 Bdi3g6727 6727.00 1
Os2g3406 3406.00 Bdi3g6729 6729.00 1
Os2g3407 3407.00 Bdi3g6730 6730.00 1
Os2g3408 3408.00 Bdi3g6732 6732.00 1
Os2g3409 3409.00 Bdi3g6733 6733.00 1
Os2g3411 3411.00 Bdi3g6734 6734.00 1
Os2g3413 3413.00 Bdi3g6735 6735.00 1
Os2g3415 3415.00 Bdi3g6737 6737.00 1
Os2g3418 3418.00 Bdi3g6739 6739.00 1
Os2g3421 3421.00 Bdi3g6742 6742.00 1
Os2g3422 3422.00 Bdi3g6743 6743.00 1
Os2g3424 3424.00 Bdi3g6745 6745.00 1
Os2g3425 3425.00 Bdi3g6746 6746.00 1
Os2g3426 3426.00 Bdi3g6748 6748.00 1
Os2g3427 3427.00 Bdi3g6749 6749.00 1
Os2g3428 3428.00 Bdi3g6751 6751.00 1
Os2g3429 3429.00 Bdi3g6753 6753.00 1
Os2g3430 3430.00 Bdi3g6754 6754.00 1
Os2g3431 3431.00 Bdi3g6755 6755.00 1
Os2g3435 3435.00 Bdi3g6756 6756.00 1
Os2g3436 3436.00 Bdi3g6757 6757.00 1
Os2g3437 3437.00 Bdi3g6758 6758.00 1
Os2g3438 3438.00 Bdi3g6759 6759.00 1
Os2g3445 3445.00 Bdi3g6764 6764.00 1
Os2g3446 3446.00 Bdi3g6765 6765.00 1
Os2g3448 3448.00 Bdi3g6766 6766.00 1
Os2g3449 3449.00 Bdi3g6767 6767.00 1
Os2g3450 3450.00 Bdi3g6768 6768.00 1
Os2g3451 3451.00 Bdi3g6769 6769.00 1
Os2g3452 3452.00 Bdi3g6770 6770.00 1
Os2g3453 3453.00 Bdi3g6771 6771.00 1
Os2g3454 3454.00 Bdi3g6773 6773.00 1
Os2g3455 3455.00 Bdi3g6774 6774.00 1
Os2g3456 3456.00 Bdi3g6775 6775.00 1
Os2g3457 3457.00 Bdi3g6776 6776.00 1
Os2g3461 3461.00 Bdi3g6783 6783.00 1
Os2g3462 3462.00 Bdi3g6785 6785.00 1
Os2g3463 3463.00 Bdi3g6786 6786.00 1
Os2g3467 3467.00 Bdi3g6787 6787.00 1
Os2g3469 3469.00 Bdi3g6788 6788.00 1
Os2g3472 3472.00 Bdi3g6790 6790.00 1
Os2g3473 3473.00 Bdi3g6791 6791.00 1
Os2g3474 3474.00 Bdi3g6792 6792.00 1
Os2g3475 3475.00 Bdi3g6793 6793.00 1
Os2g3476 3476.00 Bdi3g6794 6794.00 -1
>LOCALE p-value : 0.00

the 2th path length 624
Os2g0001 1.00 Bdi3g0005 5.00 -1
Os2g0002 2.00 Bdi3g0008 8.00 1
Os2g0004 4.00 Bdi3g0012 12.00 1
Os2g0006 6.00 Bdi3g0013 13.00 1
Os2g0008 8.00 Bdi3g0014 14.00 1
Os2g0009 9.00 Bdi3g0015 15.00 1
Os2g0012 12.00 Bdi3g0017 17.00 1
Os2g0013 13.00 Bdi3g0019 19.00 1
Os2g0014 14.00 Bdi3g0020 20.00 1
Os2g0015 15.00 Bdi3g0021 21.00 1
Os2g0016 16.00 Bdi3g0022 22.00 1
Os2g0017 17.00 Bdi3g0024 24.00 -1
Os2g0020 20.00 Bdi3g0027 27.00 1
Os2g0021 21.00 Bdi3g0028 28.00 1
Os2g0022 22.00 Bdi3g0029 29.00 1
Os2g0024 24.00 Bdi3g0031 31.00 1
Os2g0025 25.00 Bdi3g0032 32.00 1
Os2g0027 27.00 Bdi3g0041 41.00 1
Os2g0030 30.00 Bdi3g0056 56.00 -1
Os2g0032 32.00 Bdi3g0060 60.00 1
Os2g0033 33.00 Bdi3g0062 62.00 -1
Os2g0039 39.00 Bdi3g0067 67.00 -1
Os2g0043 43.00 Bdi3g0075 75.00 1
Os2g0044 44.00 Bdi3g0079 79.00 -1
Os2g0046 46.00 Bdi3g0085 85.00 1
Os2g0054 54.00 Bdi3g0091 91.00 -1
Os2g0057 57.00 Bdi3g0095 95.00 1
Os2g0058 58.00 Bdi3g0101 101.00 1
Os2g0059 59.00 Bdi3g0103 103.00 1
Os2g0060 60.00 Bdi3g0104 104.00 1
Os2g0078 78.00 Bdi3g0111 111.00 1
Os2g0079 79.00 Bdi3g0112 112.00 1
Os2g0081 81.00 Bdi3g0114 114.00 1
Os2g0082 82.00 Bdi3g0115 115.00 1
Os2g0084 84.00 Bdi3g0116 116.00 1
Os2g0086 86.00 Bdi3g0117 117.00 1
Os2g0088 88.00 Bdi3g0119 119.00 1
Os2g0089 89.00 Bdi3g0120 120.00 1
Os2g0093 93.00 Bdi3g0121 121.00 1
Os2g0094 94.00 Bdi3g0124 124.00 1
Os2g0095 95.00 Bdi3g0125 125.00 1
Os2g0096 96.00 Bdi3g0132 132.00 -1
Os2g0097 97.00 Bdi3g0133 133.00 1
Os2g0099 99.00 Bdi3g0135 135.00 1
Os2g0100 100.00 Bdi3g0136 136.00 1
Os2g0109 109.00 Bdi3g0139 139.00 1
Os2g0111 111.00 Bdi3g0141 141.00 1
Os2g0113 113.00 Bdi3g0144 144.00 -1
Os2g0114 114.00 Bdi3g0145 145.00 1
Os2g0115 115.00 Bdi3g0154 154.00 1
Os2g0116 116.00 Bdi3g0155 155.00 1
Os2g0117 117.00 Bdi3g0162 162.00 1
Os2g0118 118.00 Bdi3g0163 163.00 1
Os2g0119 119.00 Bdi3g0165 165.00 -1
Os2g0120 120.00 Bdi3g0166 166.00 1
Os2g0121 121.00 Bdi3g0167 167.00 1
Os2g0122 122.00 Bdi3g0169 169.00 1
Os2g0123 123.00 Bdi3g0172 172.00 -1
Os2g0124 124.00 Bdi3g0174 174.00 1
Os2g0125 125.00 Bdi3g0175 175.00 1
Os2g0127 127.00 Bdi3g0179 179.00 -1
Os2g0130 130.00 Bdi3g0182 182.00 1
Os2g0131 131.00 Bdi3g0184 184.00 1
Os2g0132 132.00 Bdi3g0185 185.00 1
Os2g0133 133.00 Bdi3g0186 186.00 1
Os2g0134 134.00 Bdi3g0187 187.00 1
Os2g0135 135.00 Bdi3g0188 188.00 1
Os2g0136 136.00 Bdi3g0189 189.00 1
Os2g0137 137.00 Bdi3g0192 192.00 1
Os2g0139 139.00 Bdi3g0193 193.00 1
Os2g0144 144.00 Bdi3g0199 199.00 -1
Os2g0145 145.00 Bdi3g0200 200.00 1
Os2g0146 146.00 Bdi3g0201 201.00 1
Os2g0147 147.00 Bdi3g0202 202.00 1
Os2g0149 149.00 Bdi3g0207 207.00 -1
Os2g0151 151.00 Bdi3g0210 210.00 1
Os2g0152 152.00 Bdi3g0211 211.00 1
Os2g0153 153.00 Bdi3g0212 212.00 1
Os2g0154 154.00 Bdi3g0214 214.00 1
Os2g0155 155.00 Bdi3g0217 217.00 1
Os2g0156 156.00 Bdi3g0218 218.00 1
Os2g0157 157.00 Bdi3g0219 219.00 1
Os2g0158 158.00 Bdi3g0220 220.00 1
Os2g0159 159.00 Bdi3g0221 221.00 1
Os2g0160 160.00 Bdi3g0222 222.00 1
Os2g0161 161.00 Bdi3g0224 224.00 1
Os2g0162 162.00 Bdi3g0227 227.00 1
Os2g0164 164.00 Bdi3g0236 236.00 1
Os2g0165 165.00 Bdi3g0239 239.00 1
Os2g0166 166.00 Bdi3g0245 245.00 1
Os2g0168 168.00 Bdi3g0246 246.00 1
Os2g0169 169.00 Bdi3g0247 247.00 1
Os2g0170 170.00 Bdi3g0248 248.00 1
Os2g0171 171.00 Bdi3g0249 249.00 1
Os2g0172 172.00 Bdi3g0250 250.00 1
Os2g0173 173.00 Bdi3g0253 253.00 1
Os2g0174 174.00 Bdi3g0254 254.00 -1
Os2g0175 175.00 Bdi3g0255 255.00 1
Os2g0176 176.00 Bdi3g0256 256.00 1
Os2g0177 177.00 Bdi3g0257 257.00 1
Os2g0178 178.00 Bdi3g0263 263.00 1
Os2g0179 179.00 Bdi3g0268 268.00 1
Os2g0180 180.00 Bdi3g0269 269.00 1
Os2g0181 181.00 Bdi3g0270 270.00 1
Os2g0193 193.00 Bdi3g0285 285.00 1
Os2g0194 194.00 Bdi3g0286 286.00 1
Os2g0195 195.00 Bdi3g0294 294.00 1
Os2g0196 196.00 Bdi3g0296 296.00 1
Os2g0197 197.00 Bdi3g0298 298.00 1
Os2g0198 198.00 Bdi3g0299 299.00 1
Os2g0199 199.00 Bdi3g0300 300.00 1
Os2g0200 200.00 Bdi3g0301 301.00 1
Os2g0201 201.00 Bdi3g0302 302.00 1
Os2g0205 205.00 Bdi3g0303 303.00 1
Os2g0206 206.00 Bdi3g0304 304.00 1
Os2g0207 207.00 Bdi3g0305 305.00 1
Os2g0208 208.00 Bdi3g0306 306.00 1
Os2g0209 209.00 Bdi3g0307 307.00 1
Os2g0210 210.00 Bdi3g0308 308.00 1
Os2g0211 211.00 Bdi3g0309 309.00 1
Os2g0212 212.00 Bdi3g0310 310.00 1
Os2g0218 218.00 Bdi3g0315 315.00 1
Os2g0219 219.00 Bdi3g0316 316.00 1
Os2g0220 220.00 Bdi3g0318 318.00 -1
Os2g0222 222.00 Bdi3g0323 323.00 -1
Os2g0223 223.00 Bdi3g0324 324.00 1
Os2g0224 224.00 Bdi3g0325 325.00 1
Os2g0225 225.00 Bdi3g0326 326.00 -1
Os2g0226 226.00 Bdi3g0327 327.00 1
Os2g0227 227.00 Bdi3g0328 328.00 1
Os2g0228 228.00 Bdi3g0329 329.00 1
Os2g0232 232.00 Bdi3g0335 335.00 1
Os2g0234 234.00 Bdi3g0337 337.00 1
Os2g0237 237.00 Bdi3g0341 341.00 1
Os2g0238 238.00 Bdi3g0342 342.00 1
Os2g0239 239.00 Bdi3g0343 343.00 1
Os2g0240 240.00 Bdi3g0344 344.00 1
Os2g0241 241.00 Bdi3g0345 345.00 1
Os2g0244 244.00 Bdi3g0348 348.00 1
Os2g0250 250.00 Bdi3g0350 350.00 -1
Os2g0257 257.00 Bdi3g0356 356.00 1
Os2g0258 258.00 Bdi3g0357 357.00 1
Os2g0259 259.00 Bdi3g0358 358.00 1
Os2g0260 260.00 Bdi3g0359 359.00 1
Os2g0261 261.00 Bdi3g0362 362.00 1
Os2g0265 265.00 Bdi3g0363 363.00 1
Os2g0266 266.00 Bdi3g0364 364.00 1
Os2g0267 267.00 Bdi3g0365 365.00 1
Os2g0272 272.00 Bdi3g0366 366.00 1
Os2g0273 273.00 Bdi3g0367 367.00 1
Os2g0275 275.00 Bdi3g0371 371.00 1
Os2g0277 277.00 Bdi3g0372 372.00 1
Os2g0282 282.00 Bdi3g0376 376.00 1
Os2g0283 283.00 Bdi3g0377 377.00 -1
Os2g0284 284.00 Bdi3g0378 378.00 1
Os2g0285 285.00 Bdi3g0379 379.00 1
Os2g0287 287.00 Bdi3g0380 380.00 1
Os2g0288 288.00 Bdi3g0381 381.00 1
Os2g0289 289.00 Bdi3g0382 382.00 1
Os2g0297 297.00 Bdi3g0387 387.00 1
Os2g0298 298.00 Bdi3g0394 394.00 1
Os2g0299 299.00 Bdi3g0395 395.00 1
Os2g0300 300.00 Bdi3g0402 402.00 1
Os2g0301 301.00 Bdi3g0403 403.00 1
Os2g0302 302.00 Bdi3g0404 404.00 1
Os2g0304 304.00 Bdi3g0405 405.00 1
Os2g0306 306.00 Bdi3g0407 407.00 1
Os2g0319 319.00 Bdi3g0422 422.00 -1
Os2g0321 321.00 Bdi3g0424 424.00 -1
Os2g0324 324.00 Bdi3g0425 425.00 -1
Os2g0334 334.00 Bdi3g0443 443.00 1
Os2g0336 336.00 Bdi3g0444 444.00 1
Os2g0344 344.00 Bdi3g0445 445.00 1
Os2g0349 349.00 Bdi3g0448 448.00 1
Os2g0350 350.00 Bdi3g0449 449.00 1
Os2g0351 351.00 Bdi3g0450 450.00 1
Os2g0367 367.00 Bdi3g0452 452.00 1
Os2g0368 368.00 Bdi3g0453 453.00 1
Os2g0369 369.00 Bdi3g0454 454.00 1
Os2g0370 370.00 Bdi3g0455 455.00 1
Os2g0378 378.00 Bdi3g0457 457.00 1
Os2g0379 379.00 Bdi3g0458 458.00 1
Os2g0381 381.00 Bdi3g0461 461.00 1
Os2g0382 382.00 Bdi3g0462 462.00 1
Os2g0383 383.00 Bdi3g0463 463.00 1
Os2g0385 385.00 Bdi3g0465 465.00 1
Os2g0386 386.00 Bdi3g0468 468.00 1
Os2g0392 392.00 Bdi3g0469 469.00 1
Os2g0393 393.00 Bdi3g0471 471.00 1
Os2g0394 394.00 Bdi3g0472 472.00 1
Os2g0395 395.00 Bdi3g0495 495.00 1
Os2g0397 397.00 Bdi3g0497 497.00 1
Os2g0399 399.00 Bdi3g0499 499.00 1
Os2g0401 401.00 Bdi3g0501 501.00 1
Os2g0402 402.00 Bdi3g0504 504.00 1
Os2g0403 403.00 Bdi3g0505 505.00 1
Os2g0405 405.00 Bdi3g0506 506.00 1
Os2g0406 406.00 Bdi3g0508 508.00 1
Os2g0413 413.00 Bdi3g0513 513.00 1
Os2g0415 415.00 Bdi3g0519 519.00 1
Os2g0416 416.00 Bdi3g0521 521.00 1
Os2g0418 418.00 Bdi3g0522 522.00 1
Os2g0419 419.00 Bdi3g0524 524.00 1
Os2g0427 427.00 Bdi3g0529 529.00 1
Os2g0429 429.00 Bdi3g0533 533.00 1
Os2g0433 433.00 Bdi3g0534 534.00 -1
Os2g0437 437.00 Bdi3g0536 536.00 1
Os2g0440 440.00 Bdi3g0541 541.00 1
Os2g0442 442.00 Bdi3g0542 542.00 1
Os2g0444 444.00 Bdi3g0543 543.00 1
Os2g0448 448.00 Bdi3g0546 546.00 1
Os2g0451 451.00 Bdi3g0551 551.00 1
Os2g0453 453.00 Bdi3g0556 556.00 1
Os2g0455 455.00 Bdi3g0558 558.00 -1
Os2g0456 456.00 Bdi3g0559 559.00 1
Os2g0457 457.00 Bdi3g0560 560.00 1
Os2g0459 459.00 Bdi3g0562 562.00 1
Os2g0460 460.00 Bdi3g0563 563.00 1
Os2g0461 461.00 Bdi3g0564 564.00 1
Os2g0462 462.00 Bdi3g0565 565.00 1
Os2g0463 463.00 Bdi3g0566 566.00 1
Os2g0464 464.00 Bdi3g0568 568.00 1
Os2g0466 466.00 Bdi3g0571 571.00 1
Os2g0468 468.00 Bdi3g0574 574.00 1
Os2g0473 473.00 Bdi3g0577 577.00 1
Os2g0474 474.00 Bdi3g0579 579.00 1
Os2g0475 475.00 Bdi3g0581 581.00 1
Os2g0477 477.00 Bdi3g0583 583.00 1
Os2g0479 479.00 Bdi3g0591 591.00 1
Os2g0480 480.00 Bdi3g0592 592.00 1
Os2g0483 483.00 Bdi3g0595 595.00 1
Os2g0486 486.00 Bdi3g0602 602.00 1
Os2g0487 487.00 Bdi3g0603 603.00 1
Os2g0488 488.00 Bdi3g0606 606.00 1
Os2g0489 489.00 Bdi3g0610 610.00 1
Os2g0490 490.00 Bdi3g0612 612.00 1
Os2g0491 491.00 Bdi3g0613 613.00 1
Os2g0493 493.00 Bdi3g0617 617.00 1
Os2g0501 501.00 Bdi3g0618 618.00 1
Os2g0503 503.00 Bdi3g0620 620.00 1
Os2g0504 504.00 Bdi3g0621 621.00 1
Os2g0505 505.00 Bdi3g0622 622.00 1
Os2g0506 506.00 Bdi3g0623 623.00 1
Os2g0508 508.00 Bdi3g0626 626.00 1
Os2g0511 511.00 Bdi3g0628 628.00 1
Os2g0518 518.00 Bdi3g0631 631.00 1
Os2g0519 519.00 Bdi3g0632 632.00 1
Os2g0520 520.00 Bdi3g0635 635.00 1
Os2g0522 522.00 Bdi3g0638 638.00 1
Os2g0525 525.00 Bdi3g0641 641.00 1
Os2g0529 529.00 Bdi3g0643 643.00 1
Os2g0530 530.00 Bdi3g0644 644.00 1
Os2g0532 532.00 Bdi3g0650 650.00 1
Os2g0533 533.00 Bdi3g0651 651.00 1
Os2g0534 534.00 Bdi3g0655 655.00 1
Os2g0535 535.00 Bdi3g0656 656.00 1
Os2g0536 536.00 Bdi3g0657 657.00 1
Os2g0537 537.00 Bdi3g0658 658.00 1
Os2g0538 538.00 Bdi3g0659 659.00 1
Os2g0539 539.00 Bdi3g0665 665.00 1
Os2g0540 540.00 Bdi3g0666 666.00 1
Os2g0546 546.00 Bdi3g0667 667.00 -1
Os2g0547 547.00 Bdi3g0668 668.00 1
Os2g0548 548.00 Bdi3g0669 669.00 1
Os2g0549 549.00 Bdi3g0670 670.00 1
Os2g0550 550.00 Bdi3g0672 672.00 1
Os2g0552 552.00 Bdi3g0673 673.00 1
Os2g0554 554.00 Bdi3g0676 676.00 1
Os2g0555 555.00 Bdi3g0679 679.00 1
Os2g0565 565.00 Bdi3g0683 683.00 1
Os2g0567 567.00 Bdi3g0688 688.00 1
Os2g0569 569.00 Bdi3g0689 689.00 1
Os2g0570 570.00 Bdi3g0690 690.00 1
Os2g0571 571.00 Bdi3g0691 691.00 1
Os2g0575 575.00 Bdi3g0693 693.00 1
Os2g0576 576.00 Bdi3g0694 694.00 1
Os2g0577 577.00 Bdi3g0697 697.00 1
Os2g0578 578.00 Bdi3g0698 698.00 1
Os2g0579 579.00 Bdi3g0699 699.00 1
Os2g0580 580.00 Bdi3g0700 700.00 1
Os2g0581 581.00 Bdi3g0701 701.00 1
Os2g0582 582.00 Bdi3g0702 702.00 1
Os2g0583 583.00 Bdi3g0705 705.00 1
Os2g0584 584.00 Bdi3g0707 707.00 1
Os2g0585 585.00 Bdi3g0709 709.00 1
Os2g0586 586.00 Bdi3g0710 710.00 1
Os2g0588 588.00 Bdi3g0711 711.00 1
Os2g0589 589.00 Bdi3g0712 712.00 1
Os2g0590 590.00 Bdi3g0713 713.00 1
Os2g0591 591.00 Bdi3g0714 714.00 1
Os2g0592 592.00 Bdi3g0716 716.00 1
Os2g0593 593.00 Bdi3g0718 718.00 1
Os2g0595 595.00 Bdi3g0723 723.00 1
Os2g0600 600.00 Bdi3g0725 725.00 1
Os2g0602 602.00 Bdi3g0727 727.00 1
Os2g0606 606.00 Bdi3g0728 728.00 1
Os2g0608 608.00 Bdi3g0730 730.00 1
Os2g0609 609.00 Bdi3g0731 731.00 1
Os2g0610 610.00 Bdi3g0732 732.00 1
Os2g0611 611.00 Bdi3g0733 733.00 1
Os2g0612 612.00 Bdi3g0735 735.00 1
Os2g0613 613.00 Bdi3g0736 736.00 1
Os2g0614 614.00 Bdi3g0737 737.00 1
Os2g0617 617.00 Bdi3g0739 739.00 1
Os2g0618 618.00 Bdi3g0740 740.00 1
